name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon,Código_CNES,Cod_IBGE,Município,Região_da,CRS,Logradouro,Número_do,Bairro,Latitude,Longitude,M_IPH_UFRGS,address,icon-offset,icon-offset-units,latlong,unnamed (1),UF,BR,Km,Data/Hora inicial,Data/Hora final,Causador,Amplitude,Tipo de prejuízo,Nome do município,Lideranças/Outras informações,informacao,latitude,longitude,situacao,COORDENADAS,BRBM,MUNICÍPIO,SITUAÇÃO,INFORMAÇÕES,OK BRBM,CAMINHÕES,VEÍCULO DE EMERGÊNCIA,VEICULOS LEVES,/,AJUDA HUMANITÁRIA
SOCIEDADE HOSPITALAR ROQUE GONZALEZ,"{""@type"":""html"",""value"":""Código_CNES: 2246783<br>Cod_IBGE: 4321006<br>Município: Tapera<br>Região_da: 19<br>CRS: 06 CRS<br>Logradouro: RUA RUI BARBOSA<br>Número_do: 265<br>Bairro: CENTRO<br>Latitude: -28.630542<br>Longitude: -52.869092<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246783.0,4321006.0,Tapera,19.0,06 CRS,RUA RUI BARBOSA,265.0,CENTRO,-28.630542,-52.869092,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDADE HOSPITALAR SAO JACOB,"{""@type"":""html"",""value"":""Código_CNES: 2238810<br>Cod_IBGE: 4320305<br>Município: Selbach<br>Região_da: 12<br>CRS: 09 CRS<br>Logradouro: RUA 15 DE NOVEMBRO<br>Número_do: 153<br>Bairro: CENTRO<br>Latitude: -28.62769<br>Longitude: -52.953545<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2238810.0,4320305.0,Selbach,12.0,09 CRS,RUA 15 DE NOVEMBRO,153.0,CENTRO,-28.62769,-52.953545,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA,"{""@type"":""html"",""value"":""Código_CNES: 2241218<br>Cod_IBGE: 4314001<br>Município: Parai<br>Região_da: 25<br>CRS: 05 CRS<br>Logradouro: RUA HENRIQUE LENZI<br>Número_do: 15<br>Bairro: CENTRO<br>Latitude: -28.593467<br>Longitude: -51.786997<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2241218.0,4314001.0,Parai,25.0,05 CRS,RUA HENRIQUE LENZI,15.0,CENTRO,-28.593467,-51.786997,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL BENEFICENTE SANTA LUCIA,"{""@type"":""html"",""value"":""Código_CNES: 2246872<br>Cod_IBGE: 4304903<br>Município: Casca<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA VITORINO MONTEIRO<br>Número_do: 755<br>Bairro: CENTRO<br>Latitude: -28.56653<br>Longitude: -51.976172<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246872.0,4304903.0,Casca,17.0,06 CRS,RUA VITORINO MONTEIRO,755.0,CENTRO,-28.56653,-51.976172,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITALAR DE CARIDADE BENEFICENTE SAO MIGUEL,"{""@type"":""html"",""value"":""Código_CNES: 2259877<br>Cod_IBGE: 4319158<br>Município: Sao Miguel das Missões<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: RUA SANTO ANGELO<br>Número_do: 519<br>Bairro: CENTRO<br>Latitude: -28.54649<br>Longitude: -54.550002<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2259877.0,4319158.0,Sao Miguel das Missões,11.0,12 CRS,RUA SANTO ANGELO,519.0,CENTRO,-28.54649,-54.550002,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO PROTETORA HOSPITAL SAO FRANCISCO,"{""@type"":""html"",""value"":""Código_CNES: 2261081<br>Cod_IBGE: 4301503<br>Município: Augusto Pestana<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: RUA DR OROZIMBO SAMPAIO<br>Número_do: 0<br>Bairro: CENTRO<br>Latitude: -28.51767<br>Longitude: -53.988815<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2261081.0,4301503.0,Augusto Pestana,13.0,17 CRS,RUA DR OROZIMBO SAMPAIO,0.0,CENTRO,-28.51767,-53.988815,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO CARITATIVO LITERARIA SAO JOSE,"{""@type"":""html"",""value"":""Código_CNES: 2241048<br>Cod_IBGE: 4322509<br>Município: Vacaria<br>Região_da: 24<br>CRS: 05 CRS<br>Logradouro: RUA PINHEIRO MACHADO<br>Número_do: 448<br>Bairro: CENTRO<br>Latitude: -28.502108<br>Longitude: -50.935336<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2241048.0,4322509.0,Vacaria,24.0,05 CRS,RUA PINHEIRO MACHADO,448.0,CENTRO,-28.502108,-50.935336,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL BENEFICENCIA ALTO JACUI,"{""@type"":""html"",""value"":""Código_CNES: 2246910<br>Cod_IBGE: 4312658<br>Município: Nao-Me-Toque<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: AV DR WALDOMIRO GRAEFF<br>Número_do: 810<br>Bairro: CENTRO<br>Latitude: -28.460816<br>Longitude: -52.821731<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246910.0,4312658.0,Nao-Me-Toque,17.0,06 CRS,AV DR WALDOMIRO GRAEFF,810.0,CENTRO,-28.460816,-52.821731,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONGREGACAO DE NOSSA SENHORA,"{""@type"":""html"",""value"":""Código_CNES: 2246902<br>Cod_IBGE: 4312658<br>Município: Nao-Me-Toque<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA CEL ALBERTO SCHMIDT<br>Número_do: 515<br>Bairro: CENTRO<br>Latitude: -28.459835<br>Longitude: -52.823312<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246902.0,4312658.0,Nao-Me-Toque,17.0,06 CRS,RUA CEL ALBERTO SCHMIDT,515.0,CENTRO,-28.459835,-52.823312,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITALAR BENEFICIENTE DE MARAU,"{""@type"":""html"",""value"":""Código_CNES: 2246945<br>Cod_IBGE: 4311809<br>Município: Marau<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: AV BARAO DO RIO BRANCO<br>Número_do: 1751<br>Bairro: CENTRO<br>Latitude: -28.4581997<br>Longitude: -52.2007561<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246945.0,4311809.0,Marau,17.0,06 CRS,AV BARAO DO RIO BRANCO,1751.0,CENTRO,-28.4581997,-52.2007561,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL SAO LUCAS LTDA,"{""@type"":""html"",""value"":""Código_CNES: 9131981<br>Cod_IBGE: 4311809<br>Município: Marau<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: BARAO DO RIO BRANCO<br>Número_do: 1751<br>Bairro: CENTRO<br>Latitude: -28.453967<br>Longitude: -52.200242<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9131981.0,4311809.0,Marau,17.0,06 CRS,BARAO DO RIO BRANCO,1751.0,CENTRO,-28.453967,-52.200242,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITALAR BENEFICENTE DE MARAU,"{""@type"":""html"",""value"":""Código_CNES: 2246953<br>Cod_IBGE: 4311809<br>Município: Marau<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA BENTO GONCALVES<br>Número_do: 10<br>Bairro: CENTRO<br>Latitude: -28.447042<br>Longitude: -52.193964<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246953.0,4311809.0,Marau,17.0,06 CRS,RUA BENTO GONCALVES,10.0,CENTRO,-28.447042,-52.193964,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASA BENEFICENTE DE SAUDE RIO BRANCO,"{""@type"":""html"",""value"":""Código_CNES: 2261138<br>Cod_IBGE: 4314308<br>Município: Pejucara<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: RUA LUIGI BASSO<br>Número_do: 1017<br>Bairro: CENTRO<br>Latitude: -28.424972<br>Longitude: -53.656028<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2261138.0,4314308.0,Pejucara,13.0,17 CRS,RUA LUIGI BASSO,1017.0,CENTRO,-28.424972,-53.656028,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDADE HOSPITALAR SAO LUIZ GONZAGA,"{""@type"":""html"",""value"":""Código_CNES: 2259893<br>Cod_IBGE: 4318903<br>Município: Sao Luiz Gonzaga<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: RUA GENERAL PORTINHO<br>Número_do: 1425<br>Bairro: CENTRO<br>Latitude: -28.406928<br>Longitude: -54.962856<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2259893.0,4318903.0,Sao Luiz Gonzaga,11.0,12 CRS,RUA GENERAL PORTINHO,1425.0,CENTRO,-28.406928,-54.962856,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIMED NOROESTE RS SOCIEDADE COOP DE ASSIS A SAUDE LTDA,"{""@type"":""html"",""value"":""Código_CNES: 3506959<br>Cod_IBGE: 4310207<br>Município: Ijui<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: RUA PEDRO HAMMARSTRON<br>Número_do: 287<br>Bairro: HAMMRSTRON<br>Latitude: -28.395961<br>Longitude: -53.900382<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3506959.0,4310207.0,Ijui,13.0,17 CRS,RUA PEDRO HAMMARSTRON,287.0,HAMMRSTRON,-28.395961,-53.900382,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITAL DE CARIDADE IJUI,"{""@type"":""html"",""value"":""Código_CNES: 2261057<br>Cod_IBGE: 4310207<br>Município: Ijui<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: AV DAVID JOSE MARTINS<br>Número_do: 152<br>Bairro: CENTRO<br>Latitude: -28.393698<br>Longitude: -53.910702<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2261057.0,4310207.0,Ijui,13.0,17 CRS,AV DAVID JOSE MARTINS,152.0,CENTRO,-28.393698,-53.910702,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITAL BOM PASTOR IJUI,"{""@type"":""html"",""value"":""Código_CNES: 2261030<br>Cod_IBGE: 4310207<br>Município: Ijui<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: AV DAVID JOSE MARTINS<br>Número_do: 1376<br>Bairro: HAMMASTRON<br>Latitude: -28.393604<br>Longitude: -53.896449<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2261030.0,4310207.0,Ijui,13.0,17 CRS,AV DAVID JOSE MARTINS,1376.0,HAMMASTRON,-28.393604,-53.896449,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL MUNICIPAL SALDANHA MARINHO,"{""@type"":""html"",""value"":""Código_CNES: 2263874<br>Cod_IBGE: 4316436<br>Município: Saldanha Marinho<br>Região_da: 12<br>CRS: 09 CRS<br>Logradouro: RUA PRESTES GUIMARAES<br>Número_do: 591<br>Bairro: CENTRO<br>Latitude: -28.391326<br>Longitude: -53.098474<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2263874.0,4316436.0,Saldanha Marinho,12.0,09 CRS,RUA PRESTES GUIMARAES,591.0,CENTRO,-28.391326,-53.098474,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDADE HOSPITALAR BENEFICENTE SAO JOSE,"{""@type"":""html"",""value"":""Código_CNES: 2246937<br>Cod_IBGE: 4306304<br>Município: David Canabarro<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA OCTAVIO BERNARDI<br>Número_do: 393<br>Bairro: CENTRO<br>Latitude: -28.388485<br>Longitude: -51.848215<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246937.0,4306304.0,David Canabarro,17.0,06 CRS,RUA OCTAVIO BERNARDI,393.0,CENTRO,-28.388485,-51.848215,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL SANTA BARBARA BENEFICENTE,"{""@type"":""html"",""value"":""Código_CNES: 2263890<br>Cod_IBGE: 4316709<br>Município: Santa Barbara do Sul<br>Região_da: 12<br>CRS: 09 CRS<br>Logradouro: RUA DON CONRADO<br>Número_do: 764<br>Bairro: CENTRO<br>Latitude: -28.363275<br>Longitude: -53.260322<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2263890.0,4316709.0,Santa Barbara do Sul,12.0,09 CRS,RUA DON CONRADO,764.0,CENTRO,-28.363275,-53.260322,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIMED MISSOES RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,"{""@type"":""html"",""value"":""Código_CNES: 7151888<br>Cod_IBGE: 4317509<br>Município: Santo angelo<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: AV RIO GRANDE DO SUL<br>Número_do: 1133<br>Bairro: AVANCO<br>Latitude: -28.310648<br>Longitude: -54.258597<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7151888.0,4317509.0,Santo angelo,11.0,12 CRS,AV RIO GRANDE DO SUL,1133.0,AVANCO,-28.310648,-54.258597,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITAL DE CARIDADE DE SANTO ANGELO,"{""@type"":""html"",""value"":""Código_CNES: 2259907<br>Cod_IBGE: 4317509<br>Município: Santo angelo<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: RUA ANTONIO MANOEL<br>Número_do: 701<br>Bairro: CENTRO<br>Latitude: -28.305797<br>Longitude: -54.263537<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2259907.0,4317509.0,Santo angelo,11.0,12 CRS,RUA ANTONIO MANOEL,701.0,CENTRO,-28.305797,-54.263537,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUMPFLE CIA LTDA,"{""@type"":""html"",""value"":""Código_CNES: 2259826<br>Cod_IBGE: 4317509<br>Município: Santo angelo<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: AVN BRASIL<br>Número_do: 740<br>Bairro: CENTRO<br>Latitude: -28.29968416<br>Longitude: -54.26345378<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2259826.0,4317509.0,Santo angelo,11.0,12 CRS,AVN BRASIL,740.0,CENTRO,-28.29968416,-54.26345378,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL DE GUARNICAO DE SANTO ANGELO,"{""@type"":""html"",""value"":""Código_CNES: 2259915<br>Cod_IBGE: 4317509<br>Município: Santo angelo<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: RUA MARECHAL FLORIANO<br>Número_do: 2368<br>Bairro: CENTRO<br>Latitude: -28.29287451<br>Longitude: -54.26045876<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2259915.0,4317509.0,Santo angelo,11.0,12 CRS,RUA MARECHAL FLORIANO,2368.0,CENTRO,-28.29287451,-54.26045876,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITALAR ROQUE GONZALES,"{""@type"":""html"",""value"":""Código_CNES: 2259850<br>Cod_IBGE: 4303301<br>Município: Caibate<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: AVN SANTA LUCIA<br>Número_do: 1479<br>Bairro: CENTRO<br>Latitude: -28.290859<br>Longitude: -54.63573<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2259850.0,4303301.0,Caibate,11.0,12 CRS,AVN SANTA LUCIA,1479.0,CENTRO,-28.290859,-54.63573,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDADE HOSPITAL PANAMBI,"{""@type"":""html"",""value"":""Código_CNES: 2254956<br>Cod_IBGE: 4313904<br>Município: Panambi<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: RUA BENJAMIN CONSTANT<br>Número_do: 490<br>Bairro: MEDIANEIRA<br>Latitude: -28.289957<br>Longitude: -53.49228<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2254956.0,4313904.0,Panambi,13.0,17 CRS,RUA BENJAMIN CONSTANT,490.0,MEDIANEIRA,-28.289957,-53.49228,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL DE CARIDADE DE CARAZINHO,"{""@type"":""html"",""value"":""Código_CNES: 2262274<br>Cod_IBGE: 4304705<br>Município: Carazinho<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA GENERAL CAMARA<br>Número_do: 70<br>Bairro: CENTRO<br>Latitude: -28.284364<br>Longitude: -52.795519<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2262274.0,4304705.0,Carazinho,17.0,06 CRS,RUA GENERAL CAMARA,70.0,CENTRO,-28.284364,-52.795519,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIMED REGIAO DA PRODUCAO RS COOPERATIVA DE ASSISTENCIA A,"{""@type"":""html"",""value"":""Código_CNES: 5158656<br>Cod_IBGE: 4304705<br>Município: Carazinho<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: PATRIA<br>Número_do: 1795<br>Bairro: SOMMER<br>Latitude: -28.28224645<br>Longitude: -52.80544314<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5158656.0,4304705.0,Carazinho,17.0,06 CRS,PATRIA,1795.0,SOMMER,-28.28224645,-52.80544314,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DE PASSO FUNDO LTDA,"{""@type"":""html"",""value"":""Código_CNES: 2245663<br>Cod_IBGE: 4314100<br>Município: Passo Fundo<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA URUGUAI<br>Número_do: 2050<br>Bairro: CENTRO<br>Latitude: -28.262212<br>Longitude: -52.417109<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2245663.0,4314100.0,Passo Fundo,17.0,06 CRS,RUA URUGUAI,2050.0,CENTRO,-28.262212,-52.417109,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITALAR BENEFICENTE SAO VICENTE DE PAULO,"{""@type"":""html"",""value"":""Código_CNES: 2246988<br>Cod_IBGE: 4314100<br>Município: Passo Fundo<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA TEIXEIRA SOARES<br>Número_do: 808<br>Bairro: CENTRO<br>Latitude: -28.259953<br>Longitude: -52.413386<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246988.0,4314100.0,Passo Fundo,17.0,06 CRS,RUA TEIXEIRA SOARES,808.0,CENTRO,-28.259953,-52.413386,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL BENEFICENTE DR CESAR SANTOS,"{""@type"":""html"",""value"":""Código_CNES: 2246996<br>Cod_IBGE: 4314100<br>Município: Passo Fundo<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA ALCIDES MOURA<br>Número_do: 100<br>Bairro: POPULAR<br>Latitude: -28.258439<br>Longitude: -52.393919<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246996.0,4314100.0,Passo Fundo,17.0,06 CRS,RUA ALCIDES MOURA,100.0,POPULAR,-28.258439,-52.393919,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL DE PRONTOCLINICAS LTDA,"{""@type"":""html"",""value"":""Código_CNES: 3141330<br>Cod_IBGE: 4314100<br>Município: Passo Fundo<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: TRAVESSA DR ARTHUR LEITE<br>Número_do: 37<br>Bairro: CENTRO<br>Latitude: -28.258059<br>Longitude: -52.409235<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3141330.0,4314100.0,Passo Fundo,17.0,06 CRS,TRAVESSA DR ARTHUR LEITE,37.0,CENTRO,-28.258059,-52.409235,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL DA CIDADE DE PASSO FUNDO,"{""@type"":""html"",""value"":""Código_CNES: 2246929<br>Cod_IBGE: 4314100<br>Município: Passo Fundo<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA TIRADENTES<br>Número_do: 295<br>Bairro: CENTRO<br>Latitude: -28.256172<br>Longitude: -52.403024<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2246929.0,4314100.0,Passo Fundo,17.0,06 CRS,RUA TIRADENTES,295.0,CENTRO,-28.256172,-52.403024,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL DE CLINICAS DE PASSO FUNDO,"{""@type"":""html"",""value"":""Código_CNES: 2247054<br>Cod_IBGE: 4314100<br>Município: Passo Fundo<br>Região_da: 17<br>CRS: 06 CRS<br>Logradouro: RUA OURO PRETO<br>Número_do: 240<br>Bairro: DONA ELISA<br>Latitude: -28.24652279<br>Longitude: -52.41528259<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2247054.0,4314100.0,Passo Fundo,17.0,06 CRS,RUA OURO PRETO,240.0,DONA ELISA,-28.24652279,-52.41528259,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITALAR BENEFICENTE AJURICABA,"{""@type"":""html"",""value"":""Código_CNES: 2265885<br>Cod_IBGE: 4300208<br>Município: Ajuricaba<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: RUA FLORIANO PEIXOTO<br>Número_do: 50<br>Bairro: PLANALTO<br>Latitude: -28.235552<br>Longitude: -53.76836<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2265885.0,4300208.0,Ajuricaba,13.0,17 CRS,RUA FLORIANO PEIXOTO,50.0,PLANALTO,-28.235552,-53.76836,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCIEDADE HOSPITAL BENEFICENTE DE CONDOR,"{""@type"":""html"",""value"":""Código_CNES: 2261111<br>Cod_IBGE: 4305702<br>Município: Condor<br>Região_da: 13<br>CRS: 17 CRS<br>Logradouro: RUA GERMANO KELLER<br>Número_do: 66<br>Bairro: CENTRO<br>Latitude: -28.209374<br>Longitude: -53.489266<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2261111.0,4305702.0,Condor,13.0,17 CRS,RUA GERMANO KELLER,66.0,CENTRO,-28.209374,-53.489266,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNDACAO ARAUCARIA,"{""@type"":""html"",""value"":""Código_CNES: 3819590<br>Cod_IBGE: 4311304<br>Município: Lagoa Vermelha<br>Região_da: 18<br>CRS: 06 CRS<br>Logradouro: AV NIVIO CASTELANO<br>Número_do: 1271<br>Bairro: CENTRO<br>Latitude: -28.206479<br>Longitude: -51.531653<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3819590.0,4311304.0,Lagoa Vermelha,18.0,06 CRS,AV NIVIO CASTELANO,1271.0,CENTRO,-28.206479,-51.531653,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSOCIACAO HOSPITALAR DE CARIDADE SERRO AZUL,"{""@type"":""html"",""value"":""Código_CNES: 2259869<br>Cod_IBGE: 4305207<br>Município: Cerro Largo<br>Região_da: 11<br>CRS: 12 CRS<br>Logradouro: RUA SETE DE SETEMBRO<br>Número_do: 743<br>Bairro: CENTRO<br>Latitude: -28.153794<br>Longitude: -54.737256<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2259869.0,4305207.0,Cerro Largo,11.0,12 CRS,RUA SETE DE SETEMBRO,743.0,CENTRO,-28.153794,-54.737256,Nao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
