name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon,Código_CNES,Cod_IBGE,Município,Região_da,CRS,Logradouro,Número_do,Bairro,Latitude,Longitude,M_IPH_UFRGS
ASSOCIACAO DE LITERATURA E BENEFICENCIA,"{""@type"":""html"",""value"":""Código_CNES: 2237881<br>Cod_IBGE: 4314902<br>Município: Porto Alegre<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: RUA ENGENHEIRO WALTER BOEHL<br>Número_do: 285<br>Bairro: VILA IPIRANGA<br>Latitude: -30.022<br>Longitude: -51.153944<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2237881.0,4314902.0,Porto Alegre,10.0,01 CRS,RUA ENGENHEIRO WALTER BOEHL,285.0,VILA IPIRANGA,-30.022,-51.153944,Nao
SAO PIETRO SAUDE,"{""@type"":""html"",""value"":""Código_CNES: 6894399<br>Cod_IBGE: 4314902<br>Município: Porto Alegre<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: AV DOM PEDRO II<br>Número_do: 1379<br>Bairro: HIGIENOPOLIS<br>Latitude: -30.0192207<br>Longitude: -51.1866716<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6894399.0,4314902.0,Porto Alegre,10.0,01 CRS,AV DOM PEDRO II,1379.0,HIGIENOPOLIS,-30.0192207,-51.1866716,Nao
HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,"{""@type"":""html"",""value"":""Código_CNES: 7989954<br>Cod_IBGE: 4314902<br>Município: Porto Alegre<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: AV MARILAND<br>Número_do: 450<br>Bairro: AUXILIADORA<br>Latitude: -30.018552<br>Longitude: -51.194128<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7989954.0,4314902.0,Porto Alegre,10.0,01 CRS,AV MARILAND,450.0,AUXILIADORA,-30.018552,-51.194128,Nao
HOSPITAL NOSSA SENHORA DA CONCEICAO SA,"{""@type"":""html"",""value"":""Código_CNES: 2237571<br>Cod_IBGE: 4314902<br>Município: Porto Alegre<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: AV FRANCISCO TREIN<br>Número_do: 596<br>Bairro: CRISTO REDENTOR<br>Latitude: -30.016597<br>Longitude: -51.159043<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2237571.0,4314902.0,Porto Alegre,10.0,01 CRS,AV FRANCISCO TREIN,596.0,CRISTO REDENTOR,-30.016597,-51.159043,Nao
HOSPITAL CRISTO REDENTOR SA,"{""@type"":""html"",""value"":""Código_CNES: 2265060<br>Cod_IBGE: 4314902<br>Município: Porto Alegre<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: RUA DOMINGOS RUBBO<br>Número_do: 20<br>Bairro: CRISTO REDENTOR<br>Latitude: -30.010014<br>Longitude: -51.159402<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2265060.0,4314902.0,Porto Alegre,10.0,01 CRS,RUA DOMINGOS RUBBO,20.0,CRISTO REDENTOR,-30.010014,-51.159402,Nao
FUNDACAO UNIVERSITARIA DE CARDIOLOGIA,"{""@type"":""html"",""value"":""Código_CNES: 2232081<br>Cod_IBGE: 4300604<br>Município: Alvorada<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: RUA JARCI ZAMIN<br>Número_do: 170<br>Bairro: TRES FIGUEIRAS<br>Latitude: -30.008392<br>Longitude: -51.074397<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2232081.0,4300604.0,Alvorada,10.0,01 CRS,RUA JARCI ZAMIN,170.0,TRES FIGUEIRAS,-30.008392,-51.074397,Nao
PREFEITURA MUNICIPAL DE FORMIGUEIRO,"{""@type"":""html"",""value"":""Código_CNES: 2244217<br>Cod_IBGE: 4308409<br>Município: Formigueiro<br>Região_da: 1<br>CRS: 04 CRS<br>Logradouro: RUA ADELINO CARDOSO<br>Número_do: 150<br>Bairro: CENTRO<br>Latitude: -30.000602<br>Longitude: -53.495785<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244217.0,4308409.0,Formigueiro,1.0,04 CRS,RUA ADELINO CARDOSO,150.0,CENTRO,-30.000602,-53.495785,Nao
FUNDACAO HOSPITAL MUNICIPAL GETULIO VARGAS SAPUCAIA DO SUL,"{""@type"":""html"",""value"":""Código_CNES: 6813895<br>Cod_IBGE: 4321600<br>Município: Tramandai<br>Região_da: 5<br>CRS: 18 CRS<br>Logradouro: AV EMANCIPACAO<br>Número_do: 1255<br>Bairro: CENTRO<br>Latitude: -29.9921787<br>Longitude: -50.1400073<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6813895.0,4321600.0,Tramandai,5.0,18 CRS,AV EMANCIPACAO,1255.0,CENTRO,-29.9921787,-50.1400073,Nao
FUNDACAO HOSPITAL MUNICIPAL GETULIO VARGAS SAPUCAIA DO SUL,"{""@type"":""html"",""value"":""Código_CNES: 2793008<br>Cod_IBGE: 4321600<br>Município: Tramandai<br>Região_da: 5<br>CRS: 18 CRS<br>Logradouro: AV EMANCIPACAO<br>Número_do: 1255<br>Bairro: CENTRO<br>Latitude: -29.991901<br>Longitude: -50.139733<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2793008.0,4321600.0,Tramandai,5.0,18 CRS,AV EMANCIPACAO,1255.0,CENTRO,-29.991901,-50.139733,Nao
FUNDACAO HOSPITALAR GETULIO VARGAS,"{""@type"":""html"",""value"":""Código_CNES: 2792974<br>Cod_IBGE: 4315701<br>Município: Rio Pardo<br>Região_da: 28<br>CRS: 13 CRS<br>Logradouro: PRACA CORONEL PEREIRA REGO<br>Número_do: 30<br>Bairro: AUXILIADORA<br>Latitude: -29.984678<br>Longitude: -52.371335<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2792974.0,4315701.0,Rio Pardo,28.0,13 CRS,PRACA CORONEL PEREIRA REGO,30.0,AUXILIADORA,-29.984678,-52.371335,Nao
ASSOCIACAO HOSPITALAR VILA NOVA,"{""@type"":""html"",""value"":""Código_CNES: 9528792<br>Cod_IBGE: 4305355<br>Município: Charqueadas<br>Região_da: 9<br>CRS: 01 CRS<br>Logradouro: RS 401<br>Número_do: 1754<br>Bairro: JARDIM NOSSA SENHORA<br>Latitude: -29.967029<br>Longitude: -51.637711<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9528792.0,4305355.0,Charqueadas,9.0,01 CRS,RS 401,1754.0,JARDIM NOSSA SENHORA,-29.967029,-51.637711,Nao
ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RGSUL,"{""@type"":""html"",""value"":""Código_CNES: 6424236<br>Cod_IBGE: 4318408<br>Município: Sao Jeronimo<br>Região_da: 9<br>CRS: 01 CRS<br>Logradouro: RUA RIO BRANCO<br>Número_do: 1008<br>Bairro: BELA VISTA<br>Latitude: -29.959743<br>Longitude: -51.715483<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6424236.0,4318408.0,Sao Jeronimo,9.0,01 CRS,RUA RIO BRANCO,1008.0,BELA VISTA,-29.959743,-51.715483,Nao
MUNICIPIO DE CANOAS,"{""@type"":""html"",""value"":""Código_CNES: 104760<br>Cod_IBGE: 4304606<br>Município: Canoas<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA CAIRU<br>Número_do: 1444<br>Bairro: RIO BRANCO<br>Latitude: -29.9526709<br>Longitude: -51.1808034<br>M_IPH_UFRGS: Sim""}",#icon-1807-FFD600,1,#ffd600,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,104760.0,4304606.0,Canoas,8.0,01 CRS,RUA CAIRU,1444.0,RIO BRANCO,-29.9526709,-51.1808034,Sim
SOCIEDADE PARA FUND E MANUT DO HOSP DE CARIDADE SANTA RITA,"{""@type"":""html"",""value"":""Código_CNES: 2227673<br>Cod_IBGE: 4322004<br>Município: Triunfo<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA OSVALDO ARANHA<br>Número_do: 128<br>Bairro: CENTRO<br>Latitude: -29.944485<br>Longitude: -51.716568<br>M_IPH_UFRGS: Sim""}",#icon-1807-FFD600,1,#ffd600,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2227673.0,4322004.0,Triunfo,8.0,01 CRS,RUA OSVALDO ARANHA,128.0,CENTRO,-29.944485,-51.716568,Sim
SOCIEDADE EDUCACAO E CARIDADE,"{""@type"":""html"",""value"":""Código_CNES: 2232049<br>Cod_IBGE: 4309209<br>Município: Gravatai<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: AV DR JOSE LOUREIRO DA SILVA<br>Número_do: 1561<br>Bairro: CENTRO<br>Latitude: -29.94057<br>Longitude: -50.994036<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2232049.0,4309209.0,Gravatai,10.0,01 CRS,AV DR JOSE LOUREIRO DA SILVA,1561.0,CENTRO,-29.94057,-50.994036,Nao
FUNDACAO UNIVERSITARIA DE CARDIOLOGIA,"{""@type"":""html"",""value"":""Código_CNES: 2232103<br>Cod_IBGE: 4303103<br>Município: Cachoeirinha<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: LINDOLFO WAGNER<br>Número_do: 185<br>Bairro: PARQUE DA MATRIZ<br>Latitude: -29.94037<br>Longitude: -51.080418<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2232103.0,4303103.0,Cachoeirinha,10.0,01 CRS,LINDOLFO WAGNER,185.0,PARQUE DA MATRIZ,-29.94037,-51.080418,Nao
ASSOCIACAO BENEFICENTE DE CANOAS,"{""@type"":""html"",""value"":""Código_CNES: 2232014<br>Cod_IBGE: 4304606<br>Município: Canoas<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA SANTOS FERREIRA<br>Número_do: 1864<br>Bairro: MARECHAL RONDON<br>Latitude: -29.927175<br>Longitude: -51.161345<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2232014.0,4304606.0,Canoas,8.0,01 CRS,RUA SANTOS FERREIRA,1864.0,MARECHAL RONDON,-29.927175,-51.161345,Nao
HOSPITAL DE CAMPANHA COVID 19 CACHOEIRINHA,"{""@type"":""html"",""value"":""Código_CNES: 130419<br>Cod_IBGE: 4303103<br>Município: Cachoeirinha<br>Região_da: 10<br>CRS: 01 CRS<br>Logradouro: RUA RONDONIA<br>Número_do: 137<br>Bairro: FATIMA<br>Latitude: -29.9131051<br>Longitude: -51.0728356<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,130419.0,4303103.0,Cachoeirinha,10.0,01 CRS,RUA RONDONIA,137.0,FATIMA,-29.9131051,-51.0728356,Nao
ASSOCIACAO EDUCADORA SAO CARLOS AESC,"{""@type"":""html"",""value"":""Código_CNES: 3626245<br>Cod_IBGE: 4304606<br>Município: Canoas<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA CACAPAVA<br>Número_do: 100<br>Bairro: MATHIAS VELHO<br>Latitude: -29.906418<br>Longitude: -51.198125<br>M_IPH_UFRGS: Sim""}",#icon-1807-FFD600,1,#ffd600,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3626245.0,4304606.0,Canoas,8.0,01 CRS,RUA CACAPAVA,100.0,MATHIAS VELHO,-29.906418,-51.198125,Sim
MUNICIPIO DE CANOAS,"{""@type"":""html"",""value"":""Código_CNES: 154377<br>Cod_IBGE: 4304606<br>Município: Canoas<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: AV BOQUEIRAO<br>Número_do: 2911<br>Bairro: ESTANCIA VELHA<br>Latitude: -29.9056903<br>Longitude: -51.1464413<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,154377.0,4304606.0,Canoas,8.0,01 CRS,AV BOQUEIRAO,2911.0,ESTANCIA VELHA,-29.9056903,-51.1464413,Nao
ASSOCIACAO EDUCADORA SAO CARLOS AESC,"{""@type"":""html"",""value"":""Código_CNES: 3508528<br>Cod_IBGE: 4304606<br>Município: Canoas<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: AVENIDA FARROUPILHA<br>Número_do: 8001<br>Bairro: SAO JOSE<br>Latitude: -29.888943<br>Longitude: -51.153285<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3508528.0,4304606.0,Canoas,8.0,01 CRS,AVENIDA FARROUPILHA,8001.0,SAO JOSE,-29.888943,-51.153285,Nao
ASSOCIACAO BENEFICENTE SAO VICENTE DE PAULO,"{""@type"":""html"",""value"":""Código_CNES: 2257815<br>Cod_IBGE: 4313508<br>Município: Osorio<br>Região_da: 5<br>CRS: 18 CRS<br>Logradouro: RUA JOAO SARMENTO<br>Número_do: 391<br>Bairro: CAIU DO CEU<br>Latitude: -29.886359<br>Longitude: -50.265218<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2257815.0,4313508.0,Osorio,5.0,18 CRS,RUA JOAO SARMENTO,391.0,CAIU DO CEU,-29.886359,-50.265218,Nao
INSTITUTO DE SAUDE E EDUCACAO VIDA,"{""@type"":""html"",""value"":""Código_CNES: 5699525<br>Cod_IBGE: 4302907<br>Município: Cacequi<br>Região_da: 2<br>CRS: 04 CRS<br>Logradouro: AVN OSVALDO ARANHA<br>Número_do: 550<br>Bairro: CENTRO<br>Latitude: -29.875475<br>Longitude: -54.824761<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5699525.0,4302907.0,Cacequi,2.0,04 CRS,AVN OSVALDO ARANHA,550.0,CENTRO,-29.875475,-54.824761,Nao
HOSPITAL SAO LUIZ GONZAGA,"{""@type"":""html"",""value"":""Código_CNES: 2244241<br>Cod_IBGE: 4302907<br>Município: Cacequi<br>Região_da: 2<br>CRS: 04 CRS<br>Logradouro: AVN OSVALDO ARANHA<br>Número_do: 550<br>Bairro: CENTRO<br>Latitude: -29.8748745<br>Longitude: -54.82477<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244241.0,4302907.0,Cacequi,2.0,04 CRS,AVN OSVALDO ARANHA,550.0,CENTRO,-29.8748745,-54.82477,Nao
FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO,"{""@type"":""html"",""value"":""Código_CNES: 2232030<br>Cod_IBGE: 4307708<br>Município: Esteio<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA CASTRO ALVES<br>Número_do: 948<br>Bairro: TEOPOLIS<br>Latitude: -29.839161<br>Longitude: -51.161425<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2232030.0,4307708.0,Esteio,8.0,01 CRS,RUA CASTRO ALVES,948.0,TEOPOLIS,-29.839161,-51.161425,Nao
FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO,"{""@type"":""html"",""value"":""Código_CNES: 6676782<br>Cod_IBGE: 4307708<br>Município: Esteio<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA CASTRO ALVES<br>Número_do: 948<br>Bairro: TEOPOLIS<br>Latitude: -29.8389959<br>Longitude: -51.1614735<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6676782.0,4307708.0,Esteio,8.0,01 CRS,RUA CASTRO ALVES,948.0,TEOPOLIS,-29.8389959,-51.1614735,Nao
FUNDACAO HOSPITAL MUNICIPAL GETULIO VARGAS,"{""@type"":""html"",""value"":""Código_CNES: 2232162<br>Cod_IBGE: 4320008<br>Município: Sapucaia do Sul<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA PINHEIRO MACHADO<br>Número_do: 331<br>Bairro: DIEHL<br>Latitude: -29.823462<br>Longitude: -51.165855<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2232162.0,4320008.0,Sapucaia do Sul,8.0,01 CRS,RUA PINHEIRO MACHADO,331.0,DIEHL,-29.823462,-51.165855,Nao
HOSPITAL DE CARIDADE SAO FRANCISCO,"{""@type"":""html"",""value"":""Código_CNES: 2244233<br>Cod_IBGE: 4315503<br>Município: Restinga Seca<br>Região_da: 1<br>CRS: 04 CRS<br>Logradouro: RUA MOISES CANTARELLI<br>Número_do: 287<br>Bairro: CENTRO<br>Latitude: -29.815522<br>Longitude: -53.371823<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244233.0,4315503.0,Restinga Seca,1.0,04 CRS,RUA MOISES CANTARELLI,287.0,CENTRO,-29.815522,-53.371823,Nao
MUNICIPIO DE SANTO ANTONIO DA PATRULHA,"{""@type"":""html"",""value"":""Código_CNES: 6389104<br>Cod_IBGE: 4317608<br>Município: Santo Antonio da Patrulha<br>Região_da: 5<br>CRS: 18 CRS<br>Logradouro: RUA MARECHAL FLORIANO PEIXOTO<br>Número_do: 732<br>Bairro: CIDADE ALTA<br>Latitude: -29.81541<br>Longitude: -50.515672<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6389104.0,4317608.0,Santo Antonio da Patrulha,5.0,18 CRS,RUA MARECHAL FLORIANO PEIXOTO,732.0,CIDADE ALTA,-29.81541,-50.515672,Nao
INSTITUTO HOSPITALAR SANTO ANTONIO,"{""@type"":""html"",""value"":""Código_CNES: 3049442<br>Cod_IBGE: 4317608<br>Município: Santo Antonio da Patrulha<br>Região_da: 5<br>CRS: 18 CRS<br>Logradouro: RUA MARECHAL FLORIANO PEIXOTO<br>Número_do: 732<br>Bairro: CIDADE ALTA<br>Latitude: -29.8151941<br>Longitude: -50.5160311<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3049442.0,4317608.0,Santo Antonio da Patrulha,5.0,18 CRS,RUA MARECHAL FLORIANO PEIXOTO,732.0,CIDADE ALTA,-29.8151941,-50.5160311,Nao
ASSOCIACAO TAQUARIENSE DE SAUDE,"{""@type"":""html"",""value"":""Código_CNES: 9563873<br>Cod_IBGE: 4321303<br>Município: Taquari<br>Região_da: 30<br>CRS: 16 CRS<br>Logradouro: MARECHAL DEODORO<br>Número_do: 1390<br>Bairro: CENTRO<br>Latitude: -29.802945<br>Longitude: -51.866638<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9563873.0,4321303.0,Taquari,30.0,16 CRS,MARECHAL DEODORO,1390.0,CENTRO,-29.802945,-51.866638,Nao
HOSPITAL LIFEPLUS LITORAL NORTE LTDA,"{""@type"":""html"",""value"":""Código_CNES: 958077<br>Cod_IBGE: 4323804<br>Município: Xangri-la<br>Região_da: 4<br>CRS: 18 CRS<br>Logradouro: RUA ELIAS JOAO MEDEIROS<br>Número_do: 2001<br>Bairro: SANTORINI<br>Latitude: -29.8028079<br>Longitude: -50.0412311<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,958077.0,4323804.0,Xangri-la,4.0,18 CRS,RUA ELIAS JOAO MEDEIROS,2001.0,SANTORINI,-29.8028079,-50.0412311,Nao
INSTITUTO DE SAUDE E EDUCACAO VIDA,"{""@type"":""html"",""value"":""Código_CNES: 6447074<br>Cod_IBGE: 4321303<br>Município: Taquari<br>Região_da: 30<br>CRS: 16 CRS<br>Logradouro: MARECHAL DEODORO<br>Número_do: 1390<br>Bairro: CENTRO<br>Latitude: -29.8026665<br>Longitude: -51.8665346<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6447074.0,4321303.0,Taquari,30.0,16 CRS,MARECHAL DEODORO,1390.0,CENTRO,-29.8026665,-51.8665346,Nao
CIME CARDIOLOGIA E IMAGENOLOGIA MEDICA SAO LEOPOLDO LTDA,"{""@type"":""html"",""value"":""Código_CNES: 6304125<br>Cod_IBGE: 4318705<br>Município: Sao Leopoldo<br>Região_da: 7<br>CRS: 01 CRS<br>Logradouro: AVENIDA OITAVO BC<br>Número_do: 77<br>Bairro: FIAO<br>Latitude: -29.776829<br>Longitude: -51.1489943<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6304125.0,4318705.0,Sao Leopoldo,7.0,01 CRS,AVENIDA OITAVO BC,77.0,FIAO,-29.776829,-51.1489943,Nao
FUNDACAO HOSPITAL CENTENARIO,"{""@type"":""html"",""value"":""Código_CNES: 2232022<br>Cod_IBGE: 4318705<br>Município: Sao Leopoldo<br>Região_da: 7<br>CRS: 01 CRS<br>Logradouro: AV THEODOMIRO PORTO DA FONSECA<br>Número_do: 799<br>Bairro: FIAO<br>Latitude: -29.776341<br>Longitude: -51.148704<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2232022.0,4318705.0,Sao Leopoldo,7.0,01 CRS,AV THEODOMIRO PORTO DA FONSECA,799.0,FIAO,-29.776341,-51.148704,Nao
IRMANDADE DA SANTA CASA DE CARIDADE ALEGRETE,"{""@type"":""html"",""value"":""Código_CNES: 2248328<br>Cod_IBGE: 4300406<br>Município: Alegrete<br>Região_da: 3<br>CRS: 10 CRS<br>Logradouro: RUA GENERAL SAMPAIO<br>Número_do: 88<br>Bairro: VILA NOVA<br>Latitude: -29.774827<br>Longitude: -55.791042<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2248328.0,4300406.0,Alegrete,3.0,10 CRS,RUA GENERAL SAMPAIO,88.0,VILA NOVA,-29.774827,-55.791042,Nao
SANTA CASA DE CARIDADE DE URUGUAIANA,"{""@type"":""html"",""value"":""Código_CNES: 2248190<br>Cod_IBGE: 4322400<br>Município: Uruguaiana<br>Região_da: 3<br>CRS: 10 CRS<br>Logradouro: DOMINGOS DE ALMEIDA<br>Número_do: 3801<br>Bairro: SAO MIGUEL<br>Latitude: -29.772952<br>Longitude: -57.083776<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2248190.0,4322400.0,Uruguaiana,3.0,10 CRS,DOMINGOS DE ALMEIDA,3801.0,SAO MIGUEL,-29.772952,-57.083776,Nao
UNIMED VALE DOS SINOS COOP DE ASSISTENCIA A SAUDE LTDA,"{""@type"":""html"",""value"":""Código_CNES: 7233086<br>Cod_IBGE: 4318705<br>Município: Sao Leopoldo<br>Região_da: 7<br>CRS: 01 CRS<br>Logradouro: RUA CONCEICAO<br>Número_do: 1050<br>Bairro: CENTRO<br>Latitude: -29.768<br>Longitude: -51.150463<br>M_IPH_UFRGS: Sim""}",#icon-1807-FFD600,1,#ffd600,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7233086.0,4318705.0,Sao Leopoldo,7.0,01 CRS,RUA CONCEICAO,1050.0,CENTRO,-29.768,-51.150463,Sim
ASSOCIACAO EDUCADORA SAO CARLOS AESC,"{""@type"":""html"",""value"":""Código_CNES: 2707969<br>Cod_IBGE: 4304630<br>Município: Capao da Canoa<br>Região_da: 4<br>CRS: 18 CRS<br>Logradouro: RUA DOM LUIZ GUANELLA<br>Número_do: 2864<br>Bairro: GIRASSOL<br>Latitude: -29.765551<br>Longitude: -50.02426<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2707969.0,4304630.0,Capao da Canoa,4.0,18 CRS,RUA DOM LUIZ GUANELLA,2864.0,GIRASSOL,-29.765551,-50.02426,Nao
HOSPITAL ANA NERY SANTA CRUZ DO SUL,"{""@type"":""html"",""value"":""Código_CNES: 2255936<br>Cod_IBGE: 4316808<br>Município: Santa Cruz do Sul<br>Região_da: 28<br>CRS: 13 CRS<br>Logradouro: RUA PEREIRA DA CUNHA<br>Número_do: 209<br>Bairro: ARROIO GRANDE<br>Latitude: -29.73771<br>Longitude: -52.427176<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2255936.0,4316808.0,Santa Cruz do Sul,28.0,13 CRS,RUA PEREIRA DA CUNHA,209.0,ARROIO GRANDE,-29.73771,-52.427176,Nao
ASSOCIACAO PROENSINO EM SANTA CRUZ DO SUL,"{""@type"":""html"",""value"":""Código_CNES: 2254964<br>Cod_IBGE: 4316808<br>Município: Santa Cruz do Sul<br>Região_da: 28<br>CRS: 13 CRS<br>Logradouro: RUA FERNANDO ABOTT<br>Número_do: 174<br>Bairro: CENTRO<br>Latitude: -29.720055<br>Longitude: -52.426561<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2254964.0,4316808.0,Santa Cruz do Sul,28.0,13 CRS,RUA FERNANDO ABOTT,174.0,CENTRO,-29.720055,-52.426561,Nao
